epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_auc
0,0.6563951081159164,1.0342147548993428,0.8125,0.8322303921568628,0.796944460724353,0.8146390775782807,0.9603341122134659
1,0.39413320045081934,0.8671921888987223,0.8645833333333334,0.8947303921568628,0.8563639136734538,0.8698865947278782,0.9718978191356287
2,0.3221587173792781,0.8096973697344462,0.8333333333333334,0.846078431372549,0.8362353452019105,0.8404354827037199,0.9676888857616411
3,0.2966940038058223,0.731352299451828,0.875,0.8884803921568627,0.8689045183290707,0.8806541275930663,0.9767929960726981
4,0.29422250207589595,0.7246103982130686,0.8958333333333334,0.8906862745098039,0.86457127473415,0.900113575178355,0.9766220398645902
5,0.2551880357216816,0.7235512435436249,0.8958333333333334,0.8906862745098039,0.8712066069428891,0.9001283128032848,0.972550257476728
6,0.24498711860909753,0.7370203932126363,0.875,0.8808823529411764,0.8571840026333114,0.8809866688610928,0.9708302956682408
7,0.252927692569032,0.6920974055926005,0.8854166666666666,0.8893382352941177,0.8736312706900942,0.8873954884984298,0.9767928983462072
8,0.24250025560661237,0.6983889738718668,0.8854166666666666,0.8594362745098039,0.8461622807017544,0.8896747076023391,0.9733170195244499
9,0.2606429299529718,0.7175394296646118,0.8854166666666666,0.8781862745098039,0.8623188405797102,0.8896059782608695,0.9681778765466846
10,0.22385546625876912,0.712852418422699,0.8854166666666666,0.8518382352941176,0.8558441558441559,0.8862283549783548,0.9715132002428829
11,0.23732981024956218,0.6950034300486246,0.8958333333333334,0.8830882352941176,0.869458762886598,0.8991623711340205,0.9728856222180526
12,0.22839434414493795,0.7004822293917338,0.90625,0.8955882352941176,0.8884805020170328,0.908763820409383,0.974306076763507
13,0.22676322776444105,0.6922930975755056,0.8854166666666666,0.8893382352941177,0.8736312706900942,0.8873954884984298,0.9692539347942792
14,0.23413969059379733,0.7064186036586761,0.8958333333333334,0.8942401960784314,0.8810043041606888,0.8970624103299857,0.9658401122942532
15,0.22764569520950317,0.7110725243886312,0.8854166666666666,0.8705882352941177,0.8602736549165121,0.8884508348794062,0.964943447308482
16,0.2351093857872243,0.7014374633630117,0.8854166666666666,0.8705882352941177,0.8602736549165121,0.8884508348794062,0.9690327960330862
17,0.22241569173579312,0.7061853011449178,0.8854166666666666,0.896936274509804,0.8758682948343348,0.8886543956851719,0.9644708338545412
18,0.23610870205626197,0.7101845145225525,0.8958333333333334,0.8830882352941176,0.869458762886598,0.8991623711340205,0.9653956522135702
19,0.22506639939181658,0.7199079791704813,0.8645833333333334,0.8192401960784313,0.8347992287135078,0.8635607303541829,0.9617911246103971
