epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_auc
0,0.628640177428952,1.1619615753491719,0.7604166666666666,0.8417412419513259,0.7645902188009873,0.7726592896289168,0.9488257708005049
1,0.3239610466211843,0.9482413530349731,0.7916666666666666,0.8246378096693223,0.7802213837526839,0.8013239769860957,0.9563301739067792
2,0.3039047972075593,0.8191478451093038,0.8125,0.8252380497653606,0.7886457369719395,0.8214401290600267,0.9650561155476619
3,0.29206936109203735,0.742820272843043,0.8125,0.8609898504856488,0.8106782106782107,0.8190055315055315,0.9686370492672733
4,0.27339967010262994,0.7278077999750773,0.8125,0.8672514460329586,0.8079390847247991,0.8205508529169242,0.9708081304657104
5,0.2739385760488498,0.725833902756373,0.84375,0.8700343773873185,0.828371669130543,0.8464087456131519,0.9701415615288146
6,0.27296426207477537,0.6612727840741476,0.8541666666666666,0.9064443959401942,0.8531227393296359,0.8605471157195296,0.9806633038134748
7,0.25341093421594474,0.6842183470726013,0.8645833333333334,0.8865000545672814,0.8452627340020241,0.867813274376922,0.979039635467732
8,0.24010175860586155,0.6744763354460398,0.875,0.9041252864782277,0.8638828679501891,0.878753169847139,0.9794629371234616
9,0.24781028319996648,0.6791901489098867,0.84375,0.8762959729346285,0.8311083182050925,0.8482170010395818,0.9772602725274885
10,0.24748282568751617,0.687341054280599,0.8333333333333334,0.864932336570992,0.8167461352765657,0.8374640454520463,0.9771116649866887
11,0.2315401682422158,0.6352530717849731,0.8645833333333334,0.8865000545672814,0.8452627340020241,0.867813274376922,0.9825775359708682
12,0.23804287078750913,0.6293039520581564,0.8958333333333334,0.9080677725635709,0.8825837397049652,0.8966766349280638,0.9842587903116968
13,0.2278862127673182,0.65141029159228,0.84375,0.8700343773873185,0.8355928470754053,0.8448821426474042,0.9781662478755944
14,0.24164524548166982,0.6983501315116882,0.8333333333333334,0.8586707410236822,0.8255857544517338,0.8331719254399667,0.9764432772364003
15,0.23255125556585876,0.6900870402654012,0.8541666666666666,0.8876596092982647,0.8558182732923469,0.8565337604832589,0.975743964547631
16,0.2256131095092012,0.6890833576520284,0.8645833333333334,0.8739768634726618,0.8552100149286184,0.8612492575168448,0.9755639301730676
17,0.22555579623836303,0.6499788165092468,0.84375,0.8700343773873185,0.8438640082257036,0.843786640522246,0.979443049993012
18,0.23231944141476696,0.6298115154107412,0.8645833333333334,0.8927616501145912,0.8547173866322801,0.8676490078085823,0.9820053142146608
19,0.22882703713718824,0.7011040449142456,0.8333333333333334,0.8524091454763724,0.8220959595959596,0.8307344276094276,0.9721348962895315
20,0.22284280936280326,0.6597912907600403,0.8541666666666666,0.8615116501145912,0.8427039271432863,0.8572318339766852,0.9773692957108611
21,0.22563557847090954,0.7050405740737915,0.8645833333333334,0.8927616501145912,0.8628920786815524,0.8663565479354952,0.9723887655949777
22,0.2206450627688725,0.7025976181030273,0.8541666666666666,0.8876596092982647,0.8558182732923469,0.8565337604832589,0.9719778847769207
23,0.22532996860487012,0.7127439479033152,0.8645833333333334,0.8927616501145912,0.8628920786815524,0.8663565479354952,0.9744393732232353
24,0.2322187768020434,0.6856318116188049,0.8541666666666666,0.8876596092982647,0.8558182732923469,0.8565337604832589,0.9775088074810956
25,0.20430021422206207,0.6764911413192749,0.875,0.8916020953836079,0.875182772192739,0.8746672147834939,0.9785448534973611
26,0.22947647589927153,0.7037268777688345,0.84375,0.8700343773873185,0.8355928470754053,0.8448821426474042,0.9740298098911557
27,0.2234907977388208,0.7551925281683604,0.84375,0.8449879951980792,0.8185029910758066,0.8343362835474487,0.9720553245627571
28,0.23278496752042366,0.6915828188260397,0.8645833333333334,0.8603520953836079,0.8546145731019681,0.865344622697564,0.9763547663028335
