epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_auc
0,0.6574754923889318,0.9140241001591538,0.8282828282828283,0.8969780219780219,0.8280578898225956,0.8366654405870093,0.9742022900267581
1,0.35698364506062774,0.7437401085790961,0.9090909090909091,0.94253663003663,0.8883440442718793,0.9139295395152939,0.9840912633465826
2,0.32237061950349316,0.6715136001808475,0.8787878787878788,0.9281135531135531,0.8617441762677656,0.8851928587022355,0.9908993193567661
3,0.28626744986809405,0.6319419130532429,0.898989898989899,0.9448260073260073,0.8841832842977008,0.9033312310200182,0.990108591172421
4,0.2784472832974699,0.6328637164951575,0.898989898989899,0.9377289377289377,0.8768939393939394,0.9052647689011324,0.9897392058296314
5,0.26470568929750893,0.6374213791856862,0.8686868686868687,0.9233058608058609,0.8543759489195317,0.8752158342225105,0.9890126126828255
6,0.2576876104492502,0.6497820910781321,0.8888888888888888,0.9471153846153846,0.8847158218125959,0.8914087107635494,0.9881715506715507
7,0.26318070937677757,0.6122598079117861,0.9090909090909091,0.940552503052503,0.8839068148346498,0.9155780593456319,0.9914611098121736
8,0.2644294193110515,0.6343215800294972,0.8686868686868687,0.9110576923076923,0.8574841836047921,0.8727903615506254,0.9891806627178967
9,0.25601690700373697,0.6592077718238638,0.8686868686868687,0.9233058608058609,0.8588229646697388,0.8744414187962575,0.9841618930714675
10,0.2500392389051693,0.6423865216548996,0.8787878787878788,0.908768315018315,0.8567375886524822,0.8845261121856866,0.9891075974852571
11,0.2445553885292761,0.6101693649484654,0.8787878787878788,0.9016712454212454,0.8495041952707857,0.886412561927436,0.9883517782453952
12,0.2502340287277379,0.6097079738221988,0.898989898989899,0.9183836996336996,0.8819444444444444,0.9029180695847362,0.9903407762450316
13,0.2324690400939627,0.636622793746717,0.8686868686868687,0.9304029304029304,0.8619491274770777,0.8732877428529602,0.9854348517912348
14,0.26182721493784916,0.6603335953421063,0.8383838383838383,0.9159798534798534,0.8406490513232087,0.8432832253056972,0.985762021666277
15,0.23029826197427572,0.6080283101158913,0.8888888888888888,0.9206730769230769,0.8778486997635934,0.8922253265515678,0.9931830137947159
16,0.23122698252963036,0.595320791909189,0.8888888888888888,0.9206730769230769,0.8778486997635934,0.8922253265515678,0.9917558062504871
17,0.24199898709955903,0.5954612589845754,0.8787878787878788,0.908768315018315,0.8567375886524822,0.8845261121856866,0.991094971813057
18,0.23375841975212097,0.5885309558926206,0.9090909090909091,0.9302884615384616,0.8993347338935573,0.9116656763715587,0.9921162613981763
19,0.22225222390951568,0.577880034543047,0.9191919191919192,0.9350961538461539,0.9065911158277744,0.9213197775205053,0.9906979840490479
20,0.22509009168320096,0.575669628201109,0.9191919191919192,0.9350961538461539,0.9065911158277744,0.9213197775205053,0.9910186592367444
21,0.23099737360919873,0.5647477317940105,0.9292929292929293,0.9663461538461539,0.9275852404279691,0.9305504165488081,0.993795138077053
22,0.23250364950022748,0.5575972073005907,0.9090909090909091,0.94253663003663,0.893069873997709,0.9129369294317748,0.992671557166238
23,0.23219966304670905,0.6079755386318824,0.9090909090909091,0.9496336996336996,0.9024589399029488,0.9118772646208255,0.9905193801470398
24,0.22785713946081929,0.5711842347877194,0.9090909090909091,0.9231913919413919,0.8891691647778509,0.9125453063451163,0.9912857532538384
25,0.23672628709950397,0.5684173168859097,0.9191919191919192,0.9279990842490842,0.8911266260890321,0.9230073741351937,0.992596868261762
26,0.2345975619001487,0.5787809557384915,0.9090909090909091,0.9302884615384616,0.892361111111111,0.9117564534231201,0.9915666484815422
27,0.228925151155167,0.5937215752071805,0.9090909090909091,0.9302884615384616,0.892361111111111,0.9117564534231201,0.9918215649598628
28,0.22270536361281404,0.5659568878737363,0.898989898989899,0.91128663003663,0.8726910283328222,0.9039392485805471,0.9921771490920427
29,0.2234518211526969,0.5846049352125688,0.9090909090909091,0.9231913919413919,0.8891691647778509,0.9125453063451163,0.9913466409477047
30,0.21726472783334477,0.5619881113972327,0.9090909090909091,0.9231913919413919,0.8891691647778509,0.9125453063451163,0.9919084314031122
31,0.2272241054121981,0.5692931817035483,0.8888888888888888,0.8973977411477412,0.8563376448741755,0.8957673035664967,0.9905072026082664
32,0.23540743970379388,0.5749048206842307,0.9292929292929293,0.9521520146520146,0.9083039699318769,0.932645221299203,0.9912581508326189
33,0.23093077217795185,0.5926909205889461,0.9191919191919192,0.9350961538461539,0.9065911158277744,0.9213197775205053,0.9894924077104928
34,0.2218623726638322,0.588792417085532,0.898989898989899,0.9254807692307692,0.8921981424148606,0.9020395909559996,0.992345199127114
35,0.2246577357201232,0.5786438451872932,0.8888888888888888,0.9064789377289377,0.8675363891575645,0.8931092996062683,0.9905177564752032
36,0.21902123493017608,0.5780902718654787,0.8888888888888888,0.9064789377289377,0.8675363891575645,0.8931092996062683,0.9910154118930715
37,0.2284454764779081,0.5783621861477091,0.8888888888888888,0.9044948107448108,0.859789766970618,0.8951992058375036,0.9910795469306108
