epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_auc
0,0.6345110032802973,0.8857048825182096,0.7878787878787878,0.8518270944741533,0.7775930596957884,0.8000728835399782,0.9649868476740134
1,0.38421455254921544,0.7528356945875919,0.8484848484848485,0.8871991978609626,0.8553532524120759,0.8545335081282794,0.9734954309653507
2,0.30834681315299795,0.7072207096851233,0.8787878787878788,0.8820187165775402,0.8715174628663187,0.8829134378712862,0.9798071154187464
3,0.28471589669203146,0.6561862814306009,0.8787878787878788,0.8690953654188949,0.8683673469387756,0.8813852813852815,0.9807127846900574
4,0.266504201063743,0.640141016305095,0.8787878787878788,0.8820187165775402,0.8715174628663187,0.8829134378712862,0.9822137996436124
5,0.2569895541056609,0.660260649642559,0.8888888888888888,0.9132687165775402,0.8940773322422259,0.892360594488254,0.9767118929050748
6,0.25473896509561783,0.669552723566691,0.8686868686868687,0.89700311942959,0.879142798690671,0.872852915406107,0.9757781675395312
7,0.23646025046324118,0.6345734397570292,0.8888888888888888,0.9132687165775402,0.8940773322422259,0.892360594488254,0.980502906555714
8,0.25152382728381034,0.6284224496345328,0.8787878787878788,0.9019050802139037,0.8858810629514964,0.8823195838675715,0.9808435214518102
9,0.25555049670048247,0.6563861300848951,0.8585858585858586,0.8856394830659536,0.8708139834881321,0.862759691861859,0.9768426296668276
10,0.2435702091608292,0.6339368531198213,0.8787878787878788,0.8954434046345812,0.8842770355564906,0.8815931245975429,0.9798699239708598
11,0.23909404827998235,0.639099285759107,0.8585858585858586,0.879177807486631,0.8689183147485798,0.8619011490881889,0.9786556469377325
12,0.24278605458063957,0.6334648887918453,0.8585858585858586,0.879177807486631,0.8689183147485798,0.8619011490881889,0.9781107836756232
13,0.22908181563401833,0.6582367679085395,0.8585858585858586,0.8856394830659536,0.8708139834881321,0.862759691861859,0.9783947298987405
14,0.2329330555903606,0.6692115044352984,0.8686868686868687,0.89700311942959,0.879142798690671,0.872852915406107,0.976703471439434
15,0.24236952249820415,0.645880852082763,0.8686868686868687,0.89700311942959,0.879142798690671,0.872852915406107,0.9771119681714602
16,0.2343058038980533,0.6409298112296095,0.8787878787878788,0.8954434046345812,0.8842770355564906,0.8815931245975429,0.9789934701365183
17,0.22607921698154548,0.6086227261658871,0.8787878787878788,0.9019050802139037,0.8858810629514964,0.8823195838675715,0.979143841526863
18,0.23140726930055863,0.6165048997811596,0.8888888888888888,0.8804590017825312,0.8768041237113402,0.8915963761324587,0.9799608349909152
19,0.23381791710853578,0.6477558949981073,0.8787878787878788,0.8954434046345812,0.8842770355564906,0.8815931245975429,0.9773504588845499
20,0.22629334911321983,0.6558898187646962,0.8585858585858586,0.8856394830659536,0.8708139834881321,0.862759691861859,0.9748876624712186
