epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_auc
0,0.6116069977100079,0.9066904378564734,0.8,0.8674999999999999,0.7988856589147287,0.8102104097452935,0.9723888888888889
1,0.3319360888921298,0.735760268725847,0.8736842105263158,0.925,0.8834918037045697,0.8777505684560556,0.9832260536398468
2,0.29652700500610546,0.6873336995902815,0.8736842105263158,0.9152941176470588,0.8807287460863898,0.8772016317303096,0.982448275862069
3,0.28014495831269487,0.6500446860727511,0.8631578947368421,0.9102941176470589,0.8735271306964184,0.8672986252810003,0.9840038314176246
4,0.27422195000526234,0.6141560777237541,0.8947368421052632,0.9177941176470588,0.8938315407387573,0.8962869529337246,0.9864999999999999
5,0.2668234265767611,0.6177426833855478,0.8842105263157894,0.9225,0.8995285674078244,0.8862577214214822,0.9845852490421455
6,0.26754020620615054,0.610738311943255,0.8736842105263158,0.9152941176470588,0.8807287460863898,0.8772016317303096,0.9863630268199234
7,0.2599693834781647,0.6107165129561173,0.8947368421052632,0.9327941176470589,0.8969746553898027,0.8976735689365791,0.985977969348659
8,0.25975500498062526,0.6485548775447042,0.8736842105263158,0.9152941176470588,0.8807287460863898,0.8772016317303096,0.9818074712643677
9,0.2534377394578396,0.6396281047871238,0.9052631578947369,0.94,0.9161553616661977,0.9069074318218852,0.9818074712643677
10,0.2425109693637261,0.6216876666796834,0.9052631578947369,0.9302941176470588,0.9031154568945267,0.9070892523768901,0.9832777777777778
11,0.22647765347590812,0.6183526189703691,0.9052631578947369,0.9302941176470588,0.9114304812834224,0.9074866310160427,0.9831963601532566
12,0.23869536839998684,0.6197246262901708,0.9052631578947369,0.9475,0.9176223083903969,0.9074993812391716,0.9843888888888889
13,0.2368191827566196,0.6250728331114116,0.8947368421052632,0.9252941176470588,0.8955077086656035,0.8970816195192927,0.980418582375479
14,0.23603699604670206,0.6039381147999513,0.9263157894736842,0.95,0.9315385948193711,0.9269896998408697,0.9832222222222222
15,0.2387028591755109,0.615113871034823,0.8947368421052632,0.9177941176470588,0.8938315407387573,0.8962869529337246,0.9855555555555555
16,0.23976674538392287,0.6286772012710571,0.8947368421052632,0.9275,0.9069268695850434,0.8961582307341542,0.9825296934865901
17,0.2327826385314648,0.6082639549907886,0.9157894736842105,0.9450000000000001,0.9237631098951209,0.9169150646794826,0.9843630268199235
18,0.22886318396299313,0.6272442384770042,0.9052631578947369,0.94,0.9161553616661977,0.9069074318218852,0.9827222222222223
19,0.23472685263707088,0.6196129681248413,0.9052631578947369,0.9325,0.9144791937393515,0.9061127652363169,0.9848888888888889
20,0.22332173784573872,0.63075875514432,0.9052631578947369,0.9325,0.9144791937393515,0.9061127652363169,0.9829444444444444
