epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_macro_f1,val_weighted_f1,val_auc
0,0.6593377224213101,1.1469098919569845,0.7575757575757576,0.8167092924126172,0.7447358578775128,0.7656304985337244,0.9270928428726416
1,0.3247835898646419,0.9769092223258934,0.7878787878787878,0.8373827791986359,0.7814558629776021,0.7910927456382001,0.9361718591678883
2,0.3136903977147038,0.8301136746551051,0.8484848484848485,0.8787297527706734,0.8331529581529581,0.8495998950544404,0.9515588484704449
3,0.2903427561947719,0.7809373907970659,0.8080808080808081,0.8302962489343564,0.8129578754578755,0.8174418174418174,0.9549799893406873
4,0.2851489930572905,0.7867167248870387,0.8383838383838383,0.8857630008525149,0.8557638888888889,0.8415516273849608,0.951715410464485
5,0.2707288889069631,0.7671832132219064,0.8585858585858586,0.8955669224211423,0.8525005483658696,0.8611595224010227,0.9517563068764442
6,0.25847055689658527,0.7169576522075769,0.8888888888888888,0.9222080136402387,0.8929038969539705,0.8910695660818391,0.9586736300017865
7,0.26700488952775076,0.7146334636090982,0.8282828282828283,0.8868286445012787,0.8422941582833211,0.8343294348432295,0.9569612452297706
8,0.2535943309414572,0.7060008338003447,0.8888888888888888,0.9162404092071611,0.8909843111970771,0.8898158459731638,0.962644801290228
9,0.256877967730705,0.7309005513335719,0.8787878787878788,0.8849904092071611,0.8706550802139037,0.8808269864419597,0.9649295021358893
10,0.25305170284034056,0.6956003031345329,0.8484848484848485,0.8966325660699063,0.8644822841417269,0.8521965440438094,0.9620690902365757
11,0.2549308059746737,0.7097270928248011,0.8585858585858586,0.8955669224211423,0.8686933106575964,0.8601806042282233,0.9611780286837495
12,0.2552757995116278,0.7594740911565646,0.8686868686868687,0.888533674339301,0.8699417977471714,0.8657678868411164,0.960320138807738
13,0.25079473799065605,0.7060045199562804,0.8686868686868687,0.8920236572890026,0.8679658535433443,0.8739514539925431,0.9615212015833734
14,0.2529949740424675,0.7187058769091211,0.8282828282828283,0.8485453964194374,0.8242045959277181,0.8323997862534926,0.9594859752708218
15,0.25523377020741994,0.7530548259465382,0.8181818181818182,0.8113277919863597,0.7998923054070113,0.8214655467329265,0.9571793714111826
16,0.2689643429659809,0.7356392885699417,0.8181818181818182,0.8232630008525149,0.8145032051282051,0.8242521367521368,0.9570054518756397
17,0.25069828771556596,0.7420733251956978,0.8181818181818182,0.8053601875532822,0.7888405797101449,0.8203367003367003,0.9560285014375404
18,0.2443666130767585,0.7480307952924208,0.8383838383838383,0.8534473572037511,0.8225266775185386,0.8428743941494891,0.9560452041228391
19,0.23339412342081417,0.7585501568485992,0.8181818181818182,0.8436434356351237,0.8040547798066595,0.8246612201499419,0.9530792730605122
20,0.2524291967172079,0.7711829675568475,0.8080808080808081,0.8208386615515771,0.8017601760176017,0.8074429665188743,0.9531124447373269
21,0.22913796080208812,0.7569292822871545,0.8080808080808081,0.8208386615515771,0.793654970760234,0.8085214720302439,0.9562216300884022
22,0.24897393414393607,0.7759487646998782,0.8383838383838383,0.8713501705029838,0.8377616747181964,0.8460124595390296,0.9537496172558092
23,0.2460061663790688,0.7784891375387558,0.8080808080808081,0.8327738704177323,0.8008134174722521,0.813523934294611,0.9494749162646928
24,0.24602558575763603,0.7930161814496974,0.8080808080808081,0.8148710571184996,0.790659902182641,0.8041455506963938,0.9541737971519066
25,0.2468142886235924,0.7647549004265757,0.8181818181818182,0.8317082267689685,0.7977272727272728,0.8203448627691051,0.9528377569563294
