epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.6038581261070826,0.24815212534024164,0.9134615384615384,0.9107142857142857,0.9850036305938037
1,0.19405414856605346,0.2704273210122035,0.8846153846153846,0.8630952380952381,0.9832359572217442
2,0.13105529888556422,0.24214502710562485,0.8942307692307693,0.9017857142857143,0.9834068416523235
3,0.09208162084417673,0.24354740060292757,0.875,0.8705357142857143,0.9859572217441194
4,0.06663457207212596,0.24488278535696176,0.9038461538461539,0.8720238095238095,0.9870620876362594
5,0.05437516197651233,0.2774546123467959,0.875,0.8735119047619048,0.9833177576376937
6,0.05475363462914133,0.300860359118535,0.9134615384615384,0.8645833333333334,0.985562226584911
7,0.05905533235702606,0.2906726667514214,0.9038461538461539,0.8645833333333333,0.9884342055722892
8,0.08809615907747757,0.26002516654821545,0.9038461538461539,0.8988095238095238,0.9810267857142857
9,0.06181415776625329,0.2415199325634883,0.9134615384615384,0.9032738095238095,0.987337183555651
10,0.04369450546133476,0.29539368932063764,0.9134615384615384,0.8839285714285714,0.9838449781267928
11,0.03759089023266499,0.2590093452196855,0.9230769230769231,0.9151785714285714,0.9847750376506025
12,0.08424827760016476,0.2630930863893949,0.9038461538461539,0.9049968671679198,0.9853022581397015
13,0.03129212733462738,0.2714693569220029,0.9134615384615384,0.9181547619047619,0.9798916648737808
14,0.030836498723092756,0.3001965949168572,0.8653846153846154,0.8392857142857143,0.9823568828886976
15,0.06034210498757402,0.3701881537070641,0.875,0.8318452380952381,0.9747712950014342
16,0.0881338432128569,0.31730770606261033,0.8846153846153846,0.8705357142857143,0.9761512568129662
17,0.07407608649636682,0.345460281922267,0.8846153846153846,0.8482142857142857,0.9791541782177361
18,0.04758961080365426,0.37382553632442767,0.8653846153846154,0.8244047619047619,0.9807360020438899
19,0.026012077088620217,0.36145707277151257,0.8942307692307693,0.8794642857142857,0.979476499748996
20,0.02674443067330756,0.32887516571925235,0.8846153846153846,0.8675595238095238,0.9821585448938611
21,0.05561120799223012,0.28709499881817746,0.8942307692307693,0.8943452380952381,0.9823058976979346
22,0.04501300182843329,0.30126715623415434,0.9134615384615384,0.9107142857142857,0.9799572172619049
