epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.595032787130725,0.6208504163301908,0.8269230769230769,0.7485119047619048,0.9495869982722798
1,0.25680579302060275,0.286605912905473,0.8846153846153846,0.9079730576441103,0.9766210043485529
2,0.13276556760001496,0.2805073971931751,0.9038461538461539,0.8514254385964912,0.9864979620771898
3,0.10967459255471167,0.22882239864422724,0.9326923076923077,0.9258302005012531,0.9895712428023682
4,0.07588990116347263,0.2056234937447768,0.9230769230769231,0.9139254385964912,0.9921906993020734
5,0.07871383465514958,0.27159244280595046,0.9038461538461539,0.8695175438596492,0.9869163265040479
6,0.04646799551365338,0.22399753561386695,0.9423076923076923,0.9228540100250626,0.9870326285238256
7,0.04401270690927084,0.24216419458389282,0.9326923076923077,0.8916040100250626,0.987040074481362
8,0.07681213547180772,0.2836026641038748,0.8942307692307693,0.8769580200501254,0.9819123318517325
9,0.07171321200071128,0.24006464160405672,0.9134615384615384,0.8945802005012531,0.990020584813269
10,0.07598626905587128,0.287292106793477,0.9038461538461539,0.8975563909774436,0.9824437257960413
11,0.07308643066470057,0.36389437547096837,0.8653846153846154,0.838032581453634,0.9717269863121215
12,0.05655970852577273,0.35994540728055513,0.875,0.8082706766917293,0.9794785784974263
13,0.062055412622050714,0.32477307319641113,0.8846153846153846,0.8737468671679197,0.9794736983648881
14,0.040414858711805536,0.3043295099185063,0.9038461538461539,0.8365444862155388,0.9857032539850913
15,0.03232999834072917,0.2713705851481511,0.8942307692307693,0.8469611528822055,0.9861382643577405
16,0.021966931230990548,0.253634159381573,0.9038461538461539,0.8633302005012531,0.9872227247251945
17,0.012648855685395508,0.3276751912557162,0.9134615384615384,0.8677944862155388,0.9833661770034583
18,0.020994776430380672,0.36139800456854015,0.9134615384615384,0.8677944862155388,0.9816145893003682
19,0.03291343006537949,0.3876364964705247,0.875,0.8350563909774436,0.9810222143411105
