epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.6319707187700443,0.41786123468325687,0.9134615384615384,0.9226190476190477,0.9735766956592402
1,0.20967900375596368,0.3423589376302866,0.9134615384615384,0.9151785714285714,0.9769803773502902
2,0.16283689229220616,0.2730011905615146,0.9326923076923077,0.9315476190476191,0.9805031624452254
3,0.11197501752111647,0.2963337084421745,0.9423076923076923,0.9241071428571428,0.9822708358172851
4,0.08077553802101985,0.27571451778595263,0.9423076923076923,0.9166666666666666,0.9853602022114332
5,0.05923013519072903,0.2793717670899171,0.9134615384615384,0.8690476190476191,0.9841468049747641
6,0.07823913139174275,0.32906628056214404,0.9134615384615384,0.8677944862155388,0.9828447216414309
7,0.056565416507253795,0.32883831228201205,0.9326923076923077,0.9122023809523809,0.9856193748207114
8,0.05661527757291441,0.3330957270585574,0.9134615384615384,0.8764880952380952,0.9840775662079987
9,0.08251434201408031,0.3917819422024947,0.9230769230769231,0.9002976190476191,0.9790890237475778
10,0.06403980896281904,0.4301853890602405,0.9038461538461539,0.8110119047619048,0.9824960670995571
11,0.041637270182834016,0.4563973740889476,0.9230769230769231,0.8735119047619048,0.9824491662054011
12,0.04136965154773659,0.3894232821006041,0.9230769230769231,0.8735119047619048,0.9815383184523809
13,0.041936458919637945,0.34273068148356217,0.9423076923076923,0.8973214285714286,0.9859258462421112
14,0.022721022937175334,0.4220808710043247,0.9134615384615384,0.8690476190476191,0.9817982868975903
15,0.026263087519456763,0.38495364785194397,0.9134615384615384,0.8571428571428571,0.9827479561101549
16,0.020591419203520676,0.35090738305678737,0.9134615384615384,0.8690476190476191,0.9838365739744694
17,0.022765762557908714,0.3118416764415227,0.9326923076923077,0.8854166666666666,0.9859101584911072
18,0.01575997658741517,0.32490966698298085,0.9326923076923077,0.9047619047619048,0.9858558116394149
19,0.02535887653611182,0.37869687607655156,0.9134615384615384,0.8883928571428572,0.9782937553786575
20,0.029752430451528717,0.34709120656435305,0.9326923076923077,0.9047619047619048,0.9859062365533564
21,0.026128776602918815,0.37918701137487704,0.9230769230769231,0.9002976190476191,0.9821319603657886
22,0.035552598989992586,0.34385566126841766,0.9423076923076923,0.9166666666666666,0.9869801248614538
23,0.055813977652838014,0.45442644907877994,0.9134615384615384,0.8883928571428572,0.9747203098106713
24,0.03282423964128557,0.3716689978654568,0.9230769230769231,0.9077380952380952,0.9844611202716661
25,0.018005935617654695,0.3489383516403345,0.9230769230769231,0.9002976190476191,0.9854068675464795
26,0.01767198431662761,0.3608773728975883,0.9230769230769231,0.9002976190476191,0.9846975570903694
27,0.02621987002029383,0.5249126140887921,0.8942307692307693,0.8333333333333333,0.9786940285883695
28,0.011997292955431602,0.5444853282891787,0.8942307692307693,0.8333333333333333,0.9779462213904269
29,0.022917512034287445,0.6670262148747077,0.8557692307692307,0.7619047619047619,0.9742409484105152
30,0.025515183672896423,0.4305813037432157,0.8942307692307693,0.8601190476190477,0.9787481398809523
31,0.02696856427681827,0.4958168463065074,0.8942307692307693,0.8258928571428572,0.98181437256656
32,0.02126321411973117,0.5430161173527057,0.8942307692307693,0.8333333333333333,0.9801983718542903
33,0.015881114972036516,0.6508215115620539,0.8557692307692307,0.7589285714285714,0.9782299570212518
34,0.028878316051786233,0.595923153253702,0.8846153846153846,0.7946428571428572,0.9799658569733378
35,0.011915479586409625,0.49112433653611404,0.8942307692307693,0.8452380952380952,0.9831898521635192
36,0.014091859599453005,0.41192460518616897,0.9038461538461539,0.8764880952380952,0.9834688700206622
37,0.01011095320630102,0.48448728024959564,0.8653846153846154,0.7901785714285714,0.9844880135591014
