epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.7130307440546964,0.41038852013074434,0.8653846153846154,0.8690476190476191,0.9728148083405048
1,0.24214455271707214,0.3628705029304211,0.8846153846153846,0.8469611528822055,0.9727927951856075
2,0.16371869720438476,0.3800503359391139,0.8942307692307693,0.8663063909774436,0.9702812365533563
3,0.11930020187348306,0.38570066140248227,0.8942307692307693,0.8588659147869674,0.9772303499713139
4,0.10189211055226935,0.4788867005935082,0.8942307692307693,0.8482142857142857,0.9686805256741251
5,0.11446841814184702,0.4640785753726959,0.9038461538461539,0.8514254385964912,0.9724136501362592
6,0.05312100893137987,0.4348749564244197,0.9038461538461539,0.8782111528822055,0.9687823336967951
7,0.05833704703740037,0.45310163497924805,0.9038461538461539,0.8782111528822055,0.968003711273666
8,0.06547686347255001,0.4576220902112814,0.9230769230769231,0.9032738095238095,0.9652172922811325
9,0.07498089577490853,0.44285278824659496,0.9134615384615384,0.8720238095238095,0.9813114063396443
10,0.06527814183611169,0.38239779609900254,0.9134615384615384,0.8901159147869674,0.9819433985943776
11,0.06614226109950204,0.3467829731794504,0.9134615384615384,0.8826754385964912,0.9803505315906482
12,0.06407679528834714,0.617137936445383,0.8653846153846154,0.8261278195488722,0.9550163321907711
13,0.05535245396579608,0.49021883194263166,0.9230769230769231,0.9020206766917293,0.9670353905671336
14,0.04547165207822975,0.5563671497198251,0.9134615384615384,0.8633302005012531,0.9602915008247275
15,0.050251991482476034,0.5359876981148353,0.9134615384615384,0.8707706766917293,0.9622681574512335
16,0.0673481445301106,0.5303565355447623,0.9134615384615384,0.8558897243107769,0.9690349706682768
17,0.039429265574030266,0.46219592140271115,0.9038461538461539,0.8427318295739349,0.9695232552140228
18,0.032253162568188054,0.43641295570593613,0.9326923076923077,0.9064849624060151,0.972200582585206
19,0.04757993354538863,0.4616885781288147,0.9423076923076923,0.9109492481203008,0.9734679287556018
20,0.02558065247315838,0.6234512191552383,0.8942307692307693,0.8395206766917293,0.9549386160714286
21,0.02023022487456938,0.5641568738680619,0.9326923076923077,0.9064849624060151,0.9624657728103924
22,0.023650658315797577,0.557219746021124,0.9230769230769231,0.8871397243107769,0.9648564740080401
23,0.02579004248980268,0.527528281395252,0.9134615384615384,0.8707706766917293,0.970684473506032
24,0.04676080298395282,0.672883941577031,0.8942307692307693,0.8469611528822055,0.9585158212183098
25,0.03405745746067134,0.42442410038067746,0.9230769230769231,0.8722587719298245,0.9815394390060241
