epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.547112303965123,0.44017802064235395,0.7980769230769231,0.8348214285714286,0.9629965173192772
1,0.21857615497092334,0.3665464245356046,0.8365384615384616,0.8601190476190477,0.9693920772375215
2,0.1722099366581141,0.25948136701033664,0.8846153846153846,0.8973214285714286,0.9831435115461846
3,0.1400222590319999,0.32730286167218137,0.9134615384615384,0.8764880952380952,0.9864810805722892
4,0.1030352238116156,0.31966662865418655,0.8653846153846154,0.8764880952380952,0.986287785068847
5,0.0829302402237695,0.2568827145374738,0.9230769230769231,0.9300595238095238,0.989814167383821
6,0.07203973461222905,0.24807395384861872,0.9230769230769231,0.9300595238095238,0.9901010291164659
7,0.06085187976505594,0.2831647533636827,0.8942307692307693,0.875,0.981838066551922
8,0.05038902829339997,0.2525318356660696,0.9423076923076923,0.9047619047619048,0.9887636483433735
9,0.03994116724748053,0.3202028412085313,0.9134615384615384,0.8377976190476191,0.983787269614171
10,0.03183245542709545,0.25257533903305346,0.9423076923076923,0.9241071428571428,0.9890970130522088
11,0.02690562224469015,0.2662186519457744,0.9230769230769231,0.8616071428571428,0.9909263168746414
12,0.024040681869681734,0.22904791625646445,0.9326923076923077,0.9464285714285714,0.9894847246127366
13,0.017366986258874516,0.21649280534340784,0.9230769230769231,0.8883928571428571,0.9924536314902467
14,0.013952729745913774,0.27582264175781834,0.9230769230769231,0.8616071428571428,0.9885619486876076
15,0.010641463229982372,0.26647022595772374,0.9423076923076923,0.8973214285714286,0.9885815583763626
16,0.009357605418780087,0.3287249734768501,0.9230769230769231,0.8467261904761905,0.9877910077811245
17,0.012812268741099496,0.2191519462145292,0.9134615384615384,0.8958333333333333,0.9913952685742973
18,0.01898471269146801,0.30031411005900455,0.9230769230769231,0.9077380952380952,0.9859611436818703
19,0.020122481734806776,0.3124646475681892,0.8846153846153846,0.8288690476190477,0.9842254060886403
20,0.03655149045499351,0.3849095610471872,0.8942307692307693,0.8258928571428572,0.9786327228557086
21,0.02243191673083224,0.25003982851138484,0.9038461538461539,0.9107142857142857,0.9865662426491681
22,0.014463862752499617,0.22348178120759818,0.9326923076923077,0.9464285714285714,0.9883176679934021
23,0.021338808547211378,0.2069364064014875,0.9326923076923077,0.9270833333333334,0.9924379437392428
24,0.029552845509106397,0.3227173984050751,0.9134615384615384,0.8616071428571428,0.9926743805579461
25,0.03312152129205182,0.2286109867004248,0.9326923076923077,0.9196428571428571,0.9876318891637981
26,0.033836013278083846,0.49626657596001256,0.8942307692307693,0.8214285714285714,0.9765159970238095
27,0.037277021217232253,0.4393135355069087,0.9134615384615384,0.8303571428571428,0.9821938423336202
28,0.025382775417223058,0.37630422527973467,0.9038461538461539,0.8184523809523809,0.984538600831899
29,0.030285445735161166,0.32323553928962123,0.9134615384615384,0.8497023809523809,0.987713129302926
30,0.04279268848995724,0.2409594185077227,0.8846153846153846,0.8779761904761905,0.988911001147447
31,0.052278957789231945,0.21413501638632554,0.9230769230769231,0.9419642857142857,0.9889843974110729
32,0.023025229119271788,0.21688616734284621,0.9230769230769231,0.9419642857142857,0.9887983855063109
33,0.023630427238904163,0.31589799890151393,0.9326923076923077,0.9196428571428571,0.9821551832329317
34,0.0722453226752606,0.24588045133994177,0.9615384615384616,0.9598214285714286,0.9860771209839357
35,0.03625379479629307,0.30715139439472783,0.9038461538461539,0.8571428571428572,0.9853756544033276
36,0.062310363407488224,0.49143677262159496,0.875,0.8095238095238095,0.970620764307229
37,0.03961315145771706,0.4255139965277452,0.8653846153846154,0.8099937343358397,0.9783265601936716
38,0.0649651271183146,0.28825304829157317,0.8557692307692307,0.8422619047619048,0.9817400181081468
39,0.024308948688600725,0.24805554862205798,0.9038461538461539,0.9107142857142857,0.9868329344162363
