epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.6291613212765473,0.2049850718333171,0.8942307692307693,0.9285714285714286,0.98594321482358
1,0.22716186144873232,0.19871830825622266,0.9038461538461539,0.9553571428571428,0.9886560751936317
2,0.14014817067514326,0.176042707493672,0.9326923076923077,0.96875,0.989962080464716
3,0.12619684741630918,0.17181245925334784,0.9326923076923077,0.9613095238095238,0.9902142050344234
4,0.089204217673345,0.16841107377639183,0.9519230769230769,0.9776785714285714,0.9884779071643718
5,0.058863797940518554,0.1802328251875364,0.9326923076923077,0.96875,0.9892606138841078
6,0.056826393023186685,0.2066638022661209,0.8942307692307693,0.9508928571428572,0.9890746019793459
7,0.031674946276660176,0.16771941288159445,0.9423076923076923,0.9732142857142857,0.990062930292599
8,0.030901072326526845,0.15833231864067224,0.9134615384615384,0.9523809523809523,0.9923729516279403
9,0.029770603138628542,0.14497017745788282,0.9230769230769231,0.9642857142857143,0.9938263097030982
10,0.03270245705739002,0.17465915244359237,0.9134615384615384,0.9330357142857143,0.9890589142283419
11,0.0522105772217364,0.18161684847795045,0.8942307692307693,0.9241071428571428,0.9908456370123351
12,0.036090008816553845,0.1617780213172619,0.9134615384615384,0.9598214285714286,0.99290745571572
13,0.03659687272251863,0.17582512704225686,0.9423076923076923,0.9583333333333334,0.9899811298766494
14,0.04178195193036056,0.18525921610685495,0.9134615384615384,0.9598214285714286,0.9903962950014342
15,0.03449613674852013,0.23943001719621512,0.875,0.9345238095238095,0.9845357994477912
16,0.03949692659970182,0.1759196210366029,0.9134615384615384,0.9523809523809523,0.9883652915232357
17,0.02054013630537719,0.18079547927929804,0.9230769230769231,0.9568452380952381,0.9896712967943202
18,0.05326873061732303,0.24557313781518203,0.8846153846153846,0.8898809523809523,0.980849738238669
19,0.037224366673431944,0.20598822373610276,0.8942307692307693,0.9017857142857143,0.9887451592082616
20,0.06272422517855678,0.22227509090533623,0.8942307692307693,0.9360119047619048,0.9842298883032128
21,0.03967008268818918,0.21053073612543252,0.8942307692307693,0.9508928571428572,0.9888107115963856
22,0.051786182503902496,0.23728192654939798,0.9134615384615384,0.9375,0.983814723178428
23,0.023916639699161125,0.1884311964878669,0.9134615384615384,0.9449404761904762,0.9891289488310384
24,0.023988045577634138,0.19786112010478973,0.9038461538461539,0.9330357142857143,0.989768224684452
