epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_auc
0,0.6345582710870563,0.39642874323404753,0.8173076923076923,0.8586309523809523,0.969706952811245
1,0.27720922338492554,0.35703107026907116,0.8653846153846154,0.8497023809523809,0.9727918369908204
2,0.15792205342255186,0.33393643911068255,0.8461538461538461,0.8601190476190477,0.9728338577524382
3,0.11729388168635761,0.33032953624541944,0.8653846153846154,0.8764880952380952,0.9793918979489387
4,0.09324202781794604,0.31792939511629253,0.8557692307692307,0.8303571428571428,0.9772096197289157
5,0.06785586097120812,0.34157301829411435,0.875,0.8586309523809523,0.976589953564257
6,0.05774804682714538,0.3301544923048753,0.8653846153846154,0.8318452380952381,0.9785895815404475
7,0.05291975099980618,0.3318421748968271,0.8557692307692307,0.8199404761904762,0.9800967261904763
8,0.09171754349659562,0.3643162709016066,0.9038461538461539,0.8720238095238095,0.9761714267785427
9,0.07922179546994974,0.35464709997177124,0.8653846153846154,0.8735119047619048,0.9733997373422261
10,0.050941022644832,0.3385697626150571,0.8557692307692307,0.8690476190476191,0.9733650001792886
11,0.027857558274354557,0.32094742586979497,0.8846153846153846,0.8779761904761905,0.9806172233577166
12,0.03537552720970578,0.3168603548636803,0.8846153846153846,0.8824404761904762,0.9778063145438899
13,0.03179326222646479,0.4189550349345574,0.8461538461538461,0.8005952380952381,0.9681902834552496
14,0.042370706627517046,0.3513640600901384,0.875,0.8511904761904762,0.9752648988812392
15,0.023320662843568634,0.32812581612513614,0.875,0.8630952380952381,0.9817831594234079
16,0.024747965191997224,0.39841066415493304,0.8653846153846154,0.8928571428571428,0.9687158231138842
17,0.03500047806770571,0.7168187269797692,0.7884615384615384,0.8125,0.9395321240318417
18,0.09167965708952508,0.2773625598503993,0.9038461538461539,0.8913690476190477,0.9835390669822146
19,0.09042286308339866,0.4756320829574878,0.8461538461538461,0.8258928571428571,0.9661144578313253
20,0.038855529244512924,0.44347450595635635,0.8269230769230769,0.8377976190476191,0.963170763410786
21,0.04722930918244051,0.32626841159967274,0.8653846153846154,0.8854166666666666,0.9733986167885829
22,0.021196480532785434,0.21518840812719786,0.9326923076923077,0.9196428571428571,0.9906512209552495
23,0.01886459917003643,0.22179721639706537,0.9134615384615384,0.8958333333333333,0.9888336829460701
24,0.014234901346898279,0.23959754751278803,0.8846153846153846,0.8898809523809523,0.9853375555794608
25,0.018593938921643877,0.3991229786322667,0.8461538461538461,0.8497023809523809,0.9687942618689043
26,0.03810337776921271,0.3162055772084456,0.8942307692307693,0.8869047619047619,0.9813332571356856
27,0.043145076579802634,0.2439872817351268,0.875,0.8928571428571428,0.9823025360370052
28,0.04206168942660841,0.34781569700974685,0.8653846153846154,0.8318452380952381,0.975582015562249
29,0.030387813543618223,0.3107000027711575,0.875,0.8928571428571428,0.9793302674985657
30,0.023239490690695627,0.39743256454284376,0.8557692307692307,0.8541666666666666,0.9716399078456683
31,0.0318895825846933,0.3663042141841008,0.875,0.84375,0.9766241304503729
32,0.0252781232358307,0.392607189141787,0.8461538461538461,0.8497023809523809,0.9769771048479633
33,0.020872426595443718,0.3231036342107333,0.8461538461538461,0.8571428571428572,0.9771860881024097
34,0.010667636759107401,0.3563779844687535,0.8557692307692307,0.8616071428571428,0.975337174591222
35,0.029150809331606794,0.3610301109460684,0.8461538461538461,0.8497023809523809,0.9705131911574871
36,0.023098391579286604,0.4372770946759444,0.8653846153846154,0.8541666666666666,0.9683768556368331
37,0.021280958058241324,0.3212031412583131,0.875,0.8586309523809523,0.9798569277108434
